000000	Officially Xerox
F07F0C	Leopold Kostal GmbH &Co. KG
F08173	Amazon Technologies Inc.
F081AF	Irz Automation Technologies Ltd
F08261	Sagemcom Broadband SAS
F0842F	ADB Broadband Italia
F084C9	zte corporation
F085C1	Shenzhen Rf-Link Technology Co.
F08A28	JIANGSU HENGSION ELECTRONIC S and T CO.
F08BFE	Costel.
F08CFB	Fiberhome Telecommunication Technologies Co.
F08EDB	VeloCloud Networks
F0921C	Hewlett Packard
F092B4	Sichuan Tianyi Comheart Telecomco.
F0933A	NxtConect
F093C5	Garland Technology
F095F1	Carl Zeiss AG
F097E5	Tamio
F09838	Huawei Technologies Co.
F0989D	Apple
F099B6	Apple
F099BF	Apple
F09A51	Shanghai Viroyal Electronic Technology Company Limited
F09CBB	RaonThink Inc.
F09CD7	Guangzhou Blue Cheetah Intelligent Technology Co.
F09CE9	Aerohive Networks Inc.
F09E63	Cisco Systems
F09FC2	Ubiquiti Networks Inc.
F09FFC	SHARP Corporation
F0A764	GST Co.
F0AB54	Mitsumi Electric Co.
F0ACA4	HBC-radiomatic
F0ACD7	IEEE Registration Authority
F0ACD7000000/28	Guilin glsun Science and Tech Co.
F0ACD7100000/28	Intenta GmbH
F0ACD7200000/28	Quantum Power Systems
F0ACD7300000/28	Med-Pat/Inn-Phone
F0ACD7400000/28	Sercomm Corporation.
F0ACD7500000/28	Pavo Tasarim Uretim Ticaret A.S.
F0ACD7600000/28	Suzhou Pairlink Network Technology
F0ACD7700000/28	Hanju Network Technologies Co.
F0ACD7800000/28	Telefonix Incorporated
F0ACD7900000/28	U3storage Technologies Co.
F0ACD7A00000/28	Groupeer Technologies
F0ACD7B00000/28	Zhejiang Makepower Electronics
F0ACD7C00000/28	Simprints Technology Ltd
F0ACD7D00000/28	Smart Power Technology Co.
F0ACD7E00000/28	Fiziico Co.
F0AD4E	Globalscale Technologies
F0AE51	Xi3 Corp
F0AF50	Phantom Intelligence
F0AF85	ARRIS Group
F0B014	AVM Audiovisuelles Marketing und Computersysteme GmbH
F0B052	Ruckus Wireless
F0B0E7	Apple
F0B2E5	Cisco Systems
F0B31E	Universal Electronics
F0B429	Xiaomi Communications Co Ltd
F0B479	Apple
F0B5B7	Disruptive Technologies Research AS
F0B5D1	Texas Instruments
F0B6EB	Poslab Technology Co.
F0B968	Itel Mobile Limited
F0BCC8	MaxID (Pty) Ltd
F0BCC9	Pfu Limited
F0BD2E	H+S Polatis Ltd
F0BDF1	Sipod Inc.
F0BF97	Sony Corporation
F0C1F1	Apple
F0C24C	Zhejiang FeiYue Digital Technology Co.
F0C27C	Mianyang Netop Telecom Equipment Co.
F0C77F	Texas Instruments
F0C850	Huawei Technologies Co.
F0C88C	LeddarTech Inc.
F0C9D1	GD Midea Air-Conditioning Equipment Co.
F0CBA1	Apple
F0D14F	Linear Llc
F0D1A9	Apple
F0D2F1	Amazon Technologies Inc.
F0D3A7	CobaltRay Co.
F0D3E7	Sensometrix SA
F0D4E2	Dell Inc.
F0D4F6	Lars Thrane A/S
F0D4F7	varram system
F0D5BF	Intel Corporate
F0D767	Axema Passagekontroll AB
F0D7AA	Motorola Mobility LLC
F0D7DC	Wesine (Wuhan) Technology Co.
F0D9B2	Exo S.A.
F0DA7C	Rlh Industries
F0DB30	Yottabyte
F0DBE2	Apple
F0DBF8	Apple
F0DCE2	Apple
F0DE71	Shanghai EDO Technologies Co.
F0DEB9	ShangHai Y&Y Electronics Co.
F0DEF1	Wistron Infocomm (Zhongshan) Corporation
F0E3DC	Tecon MT
F0E5C3	Drägerwerk AG & Co. KG aA
F0E77E	Samsung Electronics Co.
F0EBD0	Shanghai Feixun Communication Co.
F0ED1E	Bilkon Bilgisayar Kontrollu Cih. Im.Ltd.
F0EE10	Samsung Electronics Co.
F0EE58	PACE Telematics GmbH
F0EEBB	VIPAR GmbH
F0EFD2	Tf Payment Service Co.
F0F002	Hon Hai Precision Ind. Co.
F0F08F	Nextek Solutions Pte Ltd
F0F249	Hitron Technologies. Inc
F0F260	Mobitec AB
F0F336	Tp-Link Technologies Co.
F0F5AE	Adaptrum Inc.
F0F61C	Apple
F0F644	Whitesky Science & Technology Co.
F0F669	Motion Analysis Corporation
F0F755	Cisco Systems
F0F842	KEEBOX
F0F8F2	Texas Instruments
F0F9F7	IES GmbH & Co. KG
F0FCC8	ARRIS Group
F0FDA0	Acurix Networks Pty Ltd
F0FE6B	Shanghai High-Flying Electronics Technology Co.
F40270	Dell Inc.
F40304	Google
F40321	BeNeXt B.V.
F4032F	Reduxio Systems
F40343	Hewlett Packard Enterprise
F4044C	ValenceTech Limited
F40616	Apple
F40669	Intel Corporate
F4068D	devolo AG
F406A5	Hangzhou Bianfeng Networking Technology Co.
F409D8	Samsung Electro-Mechanics(Thailand)
F40A4A	INDUSNET Communication Technology Co.
F40B93	BlackBerry RTS
F40E11	IEEE Registration Authority
F40E11000000/28	realphone technology co.
F40E11100000/28	Beijing Dongjin Aero-Tech Co.
F40E11200000/28	Axel srl
F40E11300000/28	Shenzhen headsun technology
F40E11400000/28	Dayang Technology Development Inc.
F40E11600000/28	Alpha Design Technologies Pvt Ltd
F40E11700000/28	Shenzhen Grandsun Electronic Co.
F40E11800000/28	Zeepro Inc.
F40E11900000/28	Sterna Security
F40E11A00000/28	Kodpro Ltd.
F40E11B00000/28	Bradar Industria Sa
F40E11C00000/28	Nihon Mega Logic Co.
F40E11D00000/28	DXG Technology Corp.
F40E11E00000/28	Elektronika Naglic d.o.o.
F40E22	Samsung Electronics Co.
F40E83	ARRIS Group
F40F1B	Cisco Systems
F40F24	Apple
F41535	SPON Communication Technology Co.
F41563	F5 Networks
F415FD	Shanghai Pateo Electronic Equipment Manufacturing Co.
F417B8	AirTies Wireless Networks
F41BA1	Apple
F41E26	Simon-Kaloi Engineering
F41E5E	RtBrick Inc.
F41F0B	YAMABISHI Corporation
F41F88	zte corporation
F41FC2	Cisco Systems
F42012	Cuciniale GmbH
F42833	MMPC Inc.
F42853	Zioncom Electronics (Shenzhen) Ltd.
F42896	Specto Paineis Eletronicos Ltda
F42981	vivo Mobile Communication Co.
F42C56	Senor Tech Co Ltd
F42E7F	Aruba
F430B9	Hewlett Packard
F431C3	Apple
F4323D	Sichuan tianyi kanghe communications co.
F436E1	Abilis Systems SARL
F437B7	Apple
F43814	Shanghai Howell Electronic Co.
F43909	Hewlett Packard
F43D80	FAG Industrial Services GmbH
F43E61	Shenzhen Gongjin Electronics Co.
F43E9D	Benu Networks
F44156	Arrikto Inc.
F44227	S & S Research Inc.
F4428F	Samsung Electronics Co.
F44450	BND Co.
F445ED	Portable Innovation Technology Ltd.
F44713	Leading Public Performance Co.
F4472A	Nanjing Rousing Sci. and Tech. Industrial Co.
F44848	Amscreen Group Ltd
F44B2A	Cisco SPVTG
F44C70	Skyworth Digital Technology(Shenzhen) Co.
F44C7F	Huawei Technologies Co.
F44D17	Goldcard High-Tech Co.
F44D30	Elitegroup Computer Systems Co.
F44E05	Cisco Systems
F44EFD	Actions Semiconductor Co.
F450EB	Telechips Inc
F45214	Mellanox Technologies
F45433	Rockwell Automation
F45595	HENGBAO Corporation LTD.
F4559C	Huawei Technologies Co.
F455E0	Niceway CNC Technology Co.
F4573E	Fiberhome Telecommunication Technologies Co.
F45842	Boxx TV Ltd
F45B73	Wanjiaan Interconnected Technology Co.
F45C89	Apple
F45EAB	Texas Instruments
F45F69	Matsufu Electronics distribution Company
F45FD4	Cisco SPVTG
F45FF7	DQ Technology Inc.
F4600D	Panoptic Technology
F460E2	Xiaomi Communications Co Ltd
F462D0	Not for Radio
F4631F	Huawei Technologies Co.
F46349	Diffon Corporation
F4672D	ShenZhen Topstar Technology Company
F46A92	Shenzhen Fast Technologies Co.
F46ABC	Adonit Corp. Ltd.
F46BEF	Sagemcom Broadband SAS
F46D04	ASUSTek COMPUTER INC.
F46DE2	zte corporation
F46E24	NEC Personal Computers
F46E95	Extreme Networks
F470AB	vivo Mobile Communication Co.
F47190	Samsung Electronics Co.
F473CA	Conversion Sound Inc.
F47626	Viltechmeda UAB
F47960	Huawei Technologies Co.
F47A4E	Woojeon&Handan
F47ACC	SolidFire
F47B5E	Samsung Electronics Co.
F47DEF	Samsung Electronics Co.
F47F35	Cisco Systems
F48139	Canon Inc.
F483CD	Tp-Link Technologies Co.
F483E1	Shanghai Clouder Semiconductor Co.
F4844C	Texas Instruments
F485C6	FDT Technologies
F48B32	Xiaomi Communications Co Ltd
F48C50	Intel Corporate
F48CEB	D-Link International
F48E09	Nokia Corporation
F48E38	Dell Inc.
F48E92	Huawei Technologies Co.
F490CA	Tensorcom
F490EA	Deciso B.V.
F4911E	Zhuhai Ewpe Information Technology Inc
F4939F	Hon Hai Precision Ind. Co.
F49461	NexGen Storage
F49466	CountMax
F4951B	Hefei Radio Communication Technology Co.
F49634	Intel Corporate
F49651	NAKAYO Inc
F499AC	WEBER Schraubautomaten GmbH
F49EEF	Taicang T&W Electronics
F49F54	Samsung Electronics Co.
F49FF3	Huawei Technologies Co.
F4A294	Eagle World Development Co.
F4A52A	Hawa Technologies Inc
F4A739	Juniper Networks
F4A997	Canon Inc.
F4ACC1	Cisco Systems
F4AFE7	Apple
F4B164	Lightning Telecommunications Technology Co. Ltd
F4B381	WindowMaster A/S
F4B520	Biostar Microtech international corp.
F4B52F	Juniper Networks
F4B549	Xiamen Yeastar Information Technology Co.
F4B6E5	TerraSem Co.
F4B72A	Time Interconnect Ltd
F4B7B3	vivo Mobile Communication Co.
F4B7E2	Hon Hai Precision Ind. Co.
F4B85E	Texas Instruments
F4B8A7	zte corporation
F4BC97	Shenzhen Crave Communication Co.
F4BCDA	Shenzhen Jingxun Software Telecommunication Technology Co.
F4BD7C	Chengdu jinshi communication Co.
F4BF80	Huawei Technologies Co.
F4C248	Samsung Electronics Co.
F4C447	Coagent International Enterprise Limited
F4C4D6	Shenzhen Xinfa Electronic Co.
F4C613	Alcatel-Lucent Shanghai Bell Co.
F4C6D7	blackned GmbH
F4C714	Huawei Technologies Co.
F4C795	WEY Elektronik AG
F4C7C8	Kelvin Inc.
F4CA24	FreeBit Co.
F4CAE5	Freebox Sas
F4CB52	Huawei Technologies Co.
F4CC55	Juniper Networks
F4CD90	Vispiron Rotec GmbH
F4CE46	Hewlett Packard
F4CFE2	Cisco Systems
F4D032	Yunnan Ideal Information&Technology.
F4D108	Intel Corporate
F4D261	SEMOCON Co.
F4D7B2	LGS Innovations
F4D9FB	Samsung Electronics Co.
F4DBE6	Cisco Systems
F4DC41	Youngzone Culture (Shanghai) Corp
F4DC4D	Beijing CCD Digital Technology Co.
F4DCA5	Dawon Dns
F4DCDA	Zhuhai Jiahe Communication Technology Co.
F4DCF9	Huawei Technologies Co.
F4DE0C	ESPOD Ltd.
F4E11E	Texas Instruments
F4E142	Delta Elektronika BV
F4E3FB	Huawei Technologies Co.
F4E4AD	zte corporation
F4E6D7	Solar Power Technologies
F4E926	Tianjin Zanpu Technology Inc.
F4E9D4	QLogic Corporation
F4EA67	Cisco Systems
F4EAB5	Aerohive Networks Inc.
F4EB38	Sagemcom Broadband SAS
F4EC38	Tp-Link Technologies Co.
F4ED5F	Shenzhen Ktc Technology Group
F4EE14	Mercury Communication Technologies Co.
F4EF9E	Sgsg Science & Technology Co. Ltd
F4F15A	Apple
F4F197	EMTAKE Inc
F4F1E1	Motorola Mobility LLC
F4F26D	Tp-Link Technologies Co.
F4F3AA	JBL GmbH & Co. KG
F4F524	Motorola Mobility LLC
F4F5A5	Nokia Corporation
F4F5D8	Google
F4F5DB	Xiaomi Communications Co Ltd
F4F5E8	Google
F4F646	Dediprog Technology Co. Ltd.
F4F951	Apple
F4FC32	Texas Instruments
F4FCB1	JJ Corp
F4FD2B	ZOYI Company
F80113	Huawei Technologies Co.
F80278	IEEE Registration Authority
F80278000000/28	Digatron Power Electronics GmbH
F80278100000/28	Reason Tecnologia SA
F80278300000/28	3Shape Holding A/S
F80278400000/28	CLARUS Korea Co.
F80278500000/28	Electric Objects
F80278600000/28	Witium Co.
F80278700000/28	Bettini Srl
F80278800000/28	EMBUX Technology Co.
F80278900000/28	Beijing Redcdn Technology
F80278A00000/28	Luxul Technology Inc
F80278B00000/28	Rosemount Analytical
F80278C00000/28	Technology Research
F80278D00000/28	Dueton Systems s.r.o.
F80278E00000/28	Lit Technologies
F80377	Apple
F8042E	Samsung Electro-Mechanics(Thailand)
F8051C	DRS Imaging and Targeting Solutions
F80BBE	ARRIS Group
F80BCB	Cisco Systems
F80BD0	Datang Telecom communication terminal (Tianjin) Co.
F80CF3	LG Electronics (Mobile Communications)
F80D43	Hon Hai Precision Ind. Co.
F80D60	Canon Inc.
F80DEA	ZyCast Technology Inc.
F80DF1	Sontex SA
F80F41	Wistron Infocomm (Zhongshan) Corporation
F80F6F	Cisco Systems
F80F84	Natural Security SAS
F81037	Atopia Systems
F81547	Avaya Inc
F81654	Intel Corporate
F81897	2Wire Inc
F81A67	Tp-Link Technologies Co.
F81CE5	Telefonbau Behnke GmbH
F81D0F	Hitron Technologies. Inc
F81D78	IEEE Registration Authority
F81D78000000/28	Dongguan Shun Hing Plastics Limited
F81D78100000/28	ADTECHNO Inc.
F81D78200000/28	Xperio Labs Limited
F81D78300000/28	Shanghai Sun Telecommunication Co.
F81D78400000/28	Digital Imaging Technology
F81D78600000/28	Zengge Co.
F81D78700000/28	Wuhan Guide Infrared Co.
F81D78900000/28	Ophrys Systèmes
F81D78A00000/28	AVPro Global Holdings LLC
F81D78B00000/28	SigmaConnectivityAB
F81D78C00000/28	Shenzhuoyue Technology.
F81D78E00000/28	Guangdong Enok Communication Co.
F81D90	Solidwintech
F81D93	Longdhua(Beijing) Controls Technology Co.
F81EDF	Apple
F82055	Green Information System
F82285	Cypress Technology CO.
F823B2	Huawei Technologies Co.
F82793	Apple
F82819	Liteon Technology Corporation
F82BC8	Jiangsu Switter Co.
F82C18	2Wire Inc
F82D7C	Apple
F82DC0	ARRIS Group
F82EDB	RTW GmbH & Co. KG
F82F08	Molex CMS
F82F5B	eGauge Systems LLC
F82F6A	Itel Mobile Limited
F82FA8	Hon Hai Precision Ind. Co.
F83002	Texas Instruments
F83094	Alcatel-Lucent Telecom Limited
F8313E	endeavour GmbH
F832E4	ASUSTek COMPUTER INC.
F83376	Good Mind Innovation Co.
F83441	Intel Corporate
F83553	Magenta Research Ltd.
F835DD	Gemtek Technology Co.
F8369B	Texas Instruments
F83880	Apple
F83D4E	Softlink Automation System Co.
F83DFF	Huawei Technologies Co.
F83F51	Samsung Electronics Co.
F842FB	Yasuda Joho Co.
F844E3	Taicang T&W Electronics
F845AD	Konka Group Co.
F8461C	Sony Interactive Entertainment Inc.
F8462D	SYNTEC Incorporation
F8472D	X2gen Digital Corp. Ltd
F84897	Hitachi
F848FD	China Mobile Group Device Co.
F84A73	Eumtech Co.
F84A7F	Innometriks Inc
F84ABF	Huawei Technologies Co.
F84DFC	Hangzhou Hikvision Digital Technology Co.
F84F57	Cisco Systems
F8501C	Tianjin Geneuo Technology Co.
F8516D	Denwa Technology Corp.
F852DF	VNL Europe AB
F854AF	ECI Telecom Ltd.
F8572E	Core Brands
F85971	Intel Corporate
F85A00	Sanford LP
F85B9C	SB SYSTEMS Co.
F85BC9	M-Cube Spa
F85C45	IC Nexus Co. Ltd.
F85E3C	Shenzhen Zhibotong Electronics Co.
F85F2A	Nokia Corporation
F86214	Apple
F862AA	xn systems
F8633F	Intel Corporate
F86465	Anova Applied Electronics
F86601	Suzhou Chi-tek information technology Co.
F866D1	Hon Hai Precision Ind. Co.
F866F2	Cisco Systems
F86971	Seibu Electric Co.
F86CE1	Taicang T&W Electronics
F86ECF	Arcx Inc
F86EEE	Huawei Technologies Co.
F86FC1	Apple
F871FE	The Goldman Sachs Group
F872EA	Cisco Systems
F873A2	Avaya Inc
F87588	Huawei Technologies Co.
F8769B	Neopis Co.
F877B8	Samsung Electronics Co.
F87AEF	Rosonix Technology
F87B20	Cisco Systems
F87B62	FASTWEL INTERNATIONAL CO.
F87B7A	ARRIS Group
F87B8C	Amped Wireless
F88096	Elsys Equipamentos Eletrônicos Ltda
F88479	Yaojin Technology(Shenzhen)Co.
F884F2	Samsung Electronics Co.
F88A3C	IEEE Registration Authority
F88A3C000000/28	Art Spa
F88A3C100000/28	Carefree of Colorado
F88A3C200000/28	KLATU Networks Inc
F88A3C300000/28	Shenzhen Shengyuan Tech Ltd.
F88A3C400000/28	Go-Link Technology Co.
F88A3C500000/28	Kokkia Inc
F88A3C600000/28	Beijing Zhong Chuang Communication Technology Ltd.
F88A3C700000/28	Josh.ai
F88A3C800000/28	Cadmus Electronic Co.
F88A3CA00000/28	Protos GmbH
F88A3CB00000/28	Fara As
F88A3CC00000/28	Excetop Technology (Beijing) Co.
F88A3CD00000/28	THK Co.
F88A3CE00000/28	Avateq Corp.
F88B37	ARRIS Group
F88C1C	Kaishun Electronic Technology Co.
F88DEF	Tenebraex
F88E85	Comtrend Corporation
F88FCA	Google
F89066	Nain Inc.
F8912A	GLP German Light Products GmbH
F89173	Aedle Sas
F894C2	Intel Corporate
F89550	Proton Products Chengdu Ltd
F895C7	LG Electronics (Mobile Communications)
F895EA	Apple
F897CF	Daeshin-Information Technology Co.
F8983A	Leeman International (HongKong) Limited
F898B9	Huawei Technologies Co.
F898EF	Huawei Technologies Co.
F89910	Integrated Device Technology (Malaysia) Sdn. Bhd.
F89955	Fortress Technology Inc
F89A78	Huawei Technologies Co.
F89D0D	Control Technology Inc.
F89FB8	YAZAKI Energy System Corporation
F8A03D	Dinstar Technologies Co.
F8A097	ARRIS Group
F8A188	LED Roadway Lighting
F8A2B4	RHEWA-WAAGENFABRIK August Freudewald GmbH &amp;Co. KG
F8A2D6	Liteon Technology Corporation
F8A34F	zte corporation
F8A45F	Xiaomi Communications Co Ltd
F8A5C5	Cisco Systems
F8A963	Compal Information (Kunshan) Co.
F8A9D0	LG Electronics (Mobile Communications)
F8A9DE	Puissance Plus
F8AA8A	Axview Technology (Shenzhen) Co.
F8AB05	Sagemcom Broadband SAS
F8AC6D	Deltenna Ltd
F8B156	Dell Inc.
F8B2F3	Guangzhou Bosma Technology Co.
F8B568	IEEE Registration Authority
F8B568000000/28	LifePrint Products
F8B568100000/28	PT. Eyro Digital Teknologi
F8B568200000/28	Shenzhen New-Bund Technology Co.
F8B568300000/28	Dongwoo Engineering Co.
F8B568400000/28	Combiwins Technology Co.
F8B568600000/28	Package Guard
F8B568700000/28	CloudMinds (Shenzhen) Holdings Co.
F8B568800000/28	Maven Wireless AB
F8B568900000/28	Beijing Wanji Techonology Co.
F8B568A00000/28	SinePulse GmbH
F8B568B00000/28	Whizpace Pte. Ltd.
F8B568C00000/28	3SI Security Systems
F8B568E00000/28	ZAO &quot;RADIUS Avtomatika&quot;
F8B599	Guangzhou CHNAVS Digital Technology Co.
F8B797	NEC Platforms
F8B7E2	Cisco Systems
F8BBBF	eero inc.
F8BC12	Dell Inc.
F8BC41	Rosslare Enterprises Limited
F8BE0D	A2UICT Co.
F8BF09	Huawei Technologies Co.
F8C001	Juniper Networks
F8C091	Highgates Technology
F8C120	Xi'an Link-Science Technology Co.
F8C288	Cisco Systems
F8C372	Tsuzuki Denki
F8C397	NZXT Corp. Ltd.
F8C39E	Huawei Technologies Co.
F8C678	Carefusion
F8C96C	Fiberhome Telecommunication Technologies Co.
F8CA59	NetComm Wireless
F8CAB8	Dell Inc.
F8CC6E	DEPO Electronics Ltd
F8CFC5	Motorola Mobility LLC
F8D027	Seiko Epson Corporation
F8D0AC	Sony Interactive Entertainment Inc.
F8D0BD	Samsung Electronics Co.
F8D111	Tp-Link Technologies Co.
F8D3A9	AXAN Networks
F8D462	Pumatronix Equipamentos Eletronicos Ltda.
F8D478	Flextronics Tech.(Ind) Pvt Ltd
F8D756	Simm Tronic Limited
F8D7BF	REV Ritter GmbH
F8D9B8	Open Mesh
F8DA0C	Hon Hai Precision Ind. Co.
F8DADF	EcoTech
F8DAE2	NDC Technologies
F8DAF4	Taishan Online Technology Co.
F8DB4C	PNY Technologies
F8DB7F	HTC Corporation
F8DB88	Dell Inc.
F8DC7A	Variscite LTD
F8DF15	Sunitec Enterprise Co.
F8DFA8	zte corporation
F8DFE1	MyLight Systems
F8E079	Motorola Mobility LLC
F8E44E	Mcot Inc.
F8E4FB	Actiontec Electronics
F8E61A	Samsung Electronics Co.
F8E71E	Ruckus Wireless
F8E7B5	µTech Tecnologia LTDA
F8E811	Huawei Technologies Co.
F8E903	D-Link International
F8E94E	Apple
F8E968	Egker Kft.
F8EA0A	Dipl.-Math. Michael Rauch
F8EDA5	ARRIS Group
F8F005	Newport Media Inc.
F8F014	RackWare Inc.
F8F082	Nag Llc
F8F1B6	Motorola Mobility LLC
F8F21E	Intel Corporate
F8F25A	G-Lab GmbH
F8F464	Rawe Electonic GmbH
F8F532	ARRIS Group
F8F7D3	International Communications Corporation
F8F7FF	Syn-Tech Systems Inc
F8FB2F	Santur Corporation
F8FE5C	Reciprocal Labs Corp
F8FEA8	Technico Japan Corporation
F8FF0B	Electronic Technology Inc.
F8FF5F	Shenzhen Communication Technology Co.
FA073E	NBASE-T Alliance
FA1466	Allegion PLC
FA1619	trendytech
FA2EE9	OCA Alliance
FA4C77	Occitaline
FA556F	SymbolicIO
FA610E	Laboratory for Computational Sensing and Robotics
FA63E1	Samsung Electronics (UK) Ltd
FA94F1	IEEE 802.1 Working Group
FABA85	APAT Optoelectronics Components Co.
FAE190	In Win Development Inc.
FAE51A	RSAE Labs Inc
FAEB6E	xRAN.org
FAF9C0	RAID Incorporated
FC0012	Toshiba Samsung Storage Technolgoy Korea Corporation
FC017C	Hon Hai Precision Ind. Co.
FC01CD	Fundacion Tekniker
FC039F	Samsung Electronics Co.
FC0647	Cortland Research
FC06ED	M2Motive Technology Inc.
FC07A0	LRE Medical GmbH
FC084A	Fujitsu Limited
FC0877	Prentke Romich Company
FC09D8	ACTEON Group
FC09F6	Guangdong Tonze Electric Co.
FC0A81	Extreme Networks
FC0F4B	Texas Instruments
FC0FE6	Sony Interactive Entertainment Inc.
FC10BD	Control Sistematizado S.A.
FC10C6	Taicang T&W Electronics
FC1186	Logic3 plc
FC1349	Global Apps Corp.
FC15B4	Hewlett Packard
FC1607	Taian Technology(Wuxi) Co.
FC1794	InterCreative Co.
FC183C	Apple
FC1910	Samsung Electronics Co.
FC19D0	Cloud Vision Networks Technology Co.
FC1A11	vivo Mobile Communication Co.
FC1BFF	V-Zug Ag
FC1D59	I Smart Cities HK Ltd
FC1E16	IPEVO corp
FC1F19	Samsung Electro Mechanics Co.
FC229C	Han Kyung I Net Co.
FC2325	EosTek (Shenzhen) Co.
FC253F	Apple
FC27A2	Trans Electric Co.
FC2A54	Connected Data
FC2A9C	Apple
FC2BB2	Actiontec Electronics
FC2D5E	zte corporation
FC2E2D	Lorom Industrial Co.LTD.
FC2F40	Calxeda
FC2F6B	Everspin Technologies
FC2FEF	UTT Technologies Co.
FC3288	CELOT Wireless Co.
FC3342	Juniper Networks
FC3598	Favite Inc.
FC35E6	Visteon corp
FC372B	Sichuan Tianyi Comheart Telecomco.
FC3CE9	Tsingtong Technologies Co
FC3D93	Longcheer Telecommunication Limited
FC3F7C	Huawei Technologies Co.
FC3FAB	Henan Lanxin Technology Co.
FC3FDB	Hewlett Packard
FC4203	Samsung Electronics Co.
FC4463	Universal Audio
FC4499	Swarco LEA d.o.o.
FC455F	Jiangxi Shanshui Optoelectronic Technology Co.
FC4596	Compal Information (Kunshan) Co.
FC48EF	Huawei Technologies Co.
FC4AE9	Castlenet Technology Inc.
FC4B1C	Intersensor S.R.L.
FC4BBC	Sunplus Technology Co.
FC4D8C	Shenzhen Pante Electronics Technology Co.
FC4DD4	Universal Global Scientific Industrial Co.
FC5090	SIMEX Sp. z o.o.
FC51A4	ARRIS Group
FC528D	Technicolor CH USA Inc.
FC52CE	Control iD
FC539E	Shanghai Wind Technologies Co.
FC55DC	Baltic Latvian Universal Electronics LLC
FC58FA	Shen Zhen Shi Xin Zhong Xin Technology Co.
FC5A1D	Hitron Technologies. Inc
FC5B24	Weibel Scientific A/S
FC5B26	MikroBits
FC5B39	Cisco Systems
FC6018	Zhejiang Kangtai Electric Co.
FC6198	NEC Personal Products
FC61E9	Fiberhome Telecommunication Technologies Co.
FC626E	Beijing MDC Telecom
FC62B9	Alps Electric Co.
FC643A	Samsung Electronics Co.
FC64BA	Xiaomi Communications Co Ltd
FC65DE	Amazon Technologies Inc.
FC683E	Directed Perception
FC6947	Texas Instruments
FC6BF0	Topwell International Holdinds Limited
FC6C31	LXinstruments GmbH
FC6DC0	Bme Corporation
FC6FB7	ARRIS Group
FC7516	D-Link International
FC75E6	Handreamnet
FC7774	Intel Corporate
FC790B	Hitachi High Technologies America
FC7C02	Phicomm (Shanghai) Co.
FC7CE7	Fci Usa Llc
FC7F56	CoSyst Control Systems GmbH
FC8329	Trei technics
FC8399	Avaya Inc
FC83C6	N-Radio Technologies Co.
FC8743	Huawei Technologies Co.
FC8B97	Shenzhen Gongjin Electronics Co.
FC8E7E	ARRIS Group
FC8F7D	Shenzhen Gongjin Electronics Co.
FC8F90	Samsung Electronics Co.
FC8FC4	Intelligent Technology Inc.
FC90FA	Independent Technologies
FC9114	Technicolor CH USA Inc.
FC923B	Nokia Corporation
FC94CE	zte corporation
FC94E3	Technicolor CH USA Inc.
FC9947	Cisco Systems
